id,code,name,reconcile,account_type,chart_template_id:id
co_puc_424000,424000,"[Income] Non-operational - Gain on sale of investments",FALSE,income,l10n_co_chart_template_generic
co_puc_424500,424500,"[Income] Non-operational - Gain on sale of property, plant and equipment",FALSE,income,l10n_co_chart_template_generic
co_puc_424800,424800,"[Income] Non-operational - Gain on sale of other assets",FALSE,income,l10n_co_chart_template_generic
co_puc_425000,425000,"[Income] Non-operational - Recoveries",FALSE,income,l10n_co_chart_template_generic
co_puc_425500,425500,"[Income] Non-operational - Indemnifications",FALSE,income,l10n_co_chart_template_generic
co_puc_426000,426000,"[Income] Non-operational - Concession participations",FALSE,income,l10n_co_chart_template_generic
co_puc_426500,426500,"[Income] Non-operational - Revenues from prior years",FALSE,income,l10n_co_chart_template_generic
co_puc_427500,427500,"[Income] Non-operational - Returns on other sales (DB)",FALSE,income,l10n_co_chart_template_generic
co_puc_429500,429500,"[Income] Non-operational - Others",FALSE,income,l10n_co_chart_template_generic
co_puc_510500,510500,"[Expenses] Operational management - Personnel expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_511000,511000,"[Expenses] Operational management - Fees",FALSE,expense,l10n_co_chart_template_generic
co_puc_511500,511500,"[Expenses] Operational management - Taxes",FALSE,expense,l10n_co_chart_template_generic
co_puc_512000,512000,"[Expenses] Operational management - Leases",FALSE,expense,l10n_co_chart_template_generic
co_puc_512500,512500,"[Expenses] Operational management - Contributions and affiliations",FALSE,expense,l10n_co_chart_template_generic
co_puc_513000,513000,"[Expenses] Operational management - Insurance",FALSE,expense,l10n_co_chart_template_generic
co_puc_513500,513500,"[Expenses] Operational management - Services",FALSE,expense,l10n_co_chart_template_generic
co_puc_514000,514000,"[Expenses] Operational management - Legal expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_514500,514500,"[Expenses] Operational management - Maintenance and repairs",FALSE,expense,l10n_co_chart_template_generic
co_puc_515000,515000,"[Expenses] Operational management - Adequacy and installation",FALSE,expense,l10n_co_chart_template_generic
co_puc_515500,515500,"[Expenses] Operational management - Travel expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_516000,516000,"[Expenses] Operational management - Depreciation",FALSE,expense,l10n_co_chart_template_generic
co_puc_516500,516500,"[Expenses] Operational management - Amortizations",FALSE,expense,l10n_co_chart_template_generic
co_puc_519500,519500,"[Expenses] Operational management - Others",FALSE,expense,l10n_co_chart_template_generic
co_puc_519900,519900,"[Expenses] Operational management - Provisions",FALSE,expense,l10n_co_chart_template_generic
co_puc_520500,520500,"[Expenses] Operational sales - Personnel expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_521000,521000,"[Expenses] Operational sales - Fees",FALSE,expense,l10n_co_chart_template_generic
co_puc_521500,521500,"[Expenses] Operational sales - Taxes",FALSE,expense,l10n_co_chart_template_generic
co_puc_522000,522000,"[Expenses] Operational sales - Leases",FALSE,expense,l10n_co_chart_template_generic
co_puc_522500,522500,"[Expenses] Operational sales - Contributions and affiliations",FALSE,expense,l10n_co_chart_template_generic
co_puc_523000,523000,"[Expenses] Operational sales - Insurance",FALSE,expense,l10n_co_chart_template_generic
co_puc_523500,523500,"[Expenses] Operational sales - Services",FALSE,expense,l10n_co_chart_template_generic
co_puc_524000,524000,"[Expenses] Operational sales - Legal expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_524500,524500,"[Expenses] Operational sales - Maintenance and repairs",FALSE,expense,l10n_co_chart_template_generic
co_puc_525000,525000,"[Expenses] Operational sales - Adequacy and installation",FALSE,expense,l10n_co_chart_template_generic
co_puc_525500,525500,"[Expenses] Operational sales - Travel expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_526000,526000,"[Expenses] Operational sales - Depreciation",FALSE,expense,l10n_co_chart_template_generic
co_puc_526500,526500,"[Expenses] Operational sales - Amortizations",FALSE,expense,l10n_co_chart_template_generic
co_puc_527000,527000,"[Expenses] Operational sales - Financial-system readjustment",FALSE,expense,l10n_co_chart_template_generic
co_puc_527500,527500,"[Expenses] Operational sales - Loss from equity method",FALSE,expense,l10n_co_chart_template_generic
co_puc_529500,529500,"[Expenses] Operational sales - Others",FALSE,expense,l10n_co_chart_template_generic
co_puc_529900,529900,"[Expenses] Operational sales - Provisions",FALSE,expense,l10n_co_chart_template_generic
co_puc_530500,530500,"[Expenses] Non-operational - Financial",FALSE,expense,l10n_co_chart_template_generic
co_puc_530505,530505,"[Expenses] Non-operational - Currency Exchange Loss",FALSE,expense,l10n_co_chart_template_generic
co_puc_531000,531000,"[Expenses] Non-operational - Loss on sale and retirement of assets",FALSE,expense,l10n_co_chart_template_generic
co_puc_531300,531300,"[Expenses] Non-operational - Loss from equity method",FALSE,expense,l10n_co_chart_template_generic
co_puc_531500,531500,"[Expenses] Non-operational - Extraordinary expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_539500,539500,"[Expenses] Non-operational - Miscellaneous expenses",FALSE,expense,l10n_co_chart_template_generic
co_puc_540500,540500,"[Expenses] Income tax and supplementary taxes",FALSE,expense,l10n_co_chart_template_generic
co_puc_590500,590500,"[Expenses] Profit and Loss",FALSE,expense,l10n_co_chart_template_generic
co_puc_610500,610500,"[Costs of goods sold] Sales and services - Agriculture, livestock, hunting and forestry",FALSE,expense,l10n_co_chart_template_generic
co_puc_611000,611000,"[Costs of goods sold] Sales and services - Fishing",FALSE,expense,l10n_co_chart_template_generic
co_puc_611500,611500,"[Costs of goods sold] Sales and services - Mining and quarrying",FALSE,expense,l10n_co_chart_template_generic
co_puc_612000,612000,"[Costs of goods sold] Sales and services - Manufacturing industries",FALSE,expense,l10n_co_chart_template_generic
co_puc_612500,612500,"[Costs of goods sold] Sales and services - Electricity, gas and water supply",FALSE,expense,l10n_co_chart_template_generic
co_puc_613000,613000,"[Costs of goods sold] Sales and services - Construction",FALSE,expense,l10n_co_chart_template_generic
co_puc_613500,613500,"[Costs of goods sold] Sales and services - Wholesale and retail trade",FALSE,expense,l10n_co_chart_template_generic
co_puc_614000,614000,"[Costs of goods sold] Sales and services - Hotels and restaurants",FALSE,expense,l10n_co_chart_template_generic
co_puc_614500,614500,"[Costs of goods sold] Sales and services - Transportation, warehousing and communications",FALSE,expense,l10n_co_chart_template_generic
co_puc_615000,615000,"[Costs of goods sold] Sales and services - Financial activity",FALSE,expense,l10n_co_chart_template_generic
co_puc_615500,615500,"[Costs of goods sold] Sales and services - Real estate, business and rental activities",FALSE,expense,l10n_co_chart_template_generic
co_puc_616000,616000,"[Costs of goods sold] Sales and services - Education",FALSE,expense,l10n_co_chart_template_generic
co_puc_616500,616500,"[Costs of goods sold] Sales and services - Health and social services",FALSE,expense,l10n_co_chart_template_generic
co_puc_617000,617000,"[Costs of goods sold] Sales and services - Other community, social and personal service activities",FALSE,expense,l10n_co_chart_template_generic
co_puc_620500,620500,"[Costs of goods sold] Purchases - Of goods",FALSE,expense,l10n_co_chart_template_generic
co_puc_621000,621000,"[Costs of goods sold] Purchases - Of raw materials",FALSE,expense,l10n_co_chart_template_generic
co_puc_621500,621500,"[Costs of goods sold] Purchases - Of indirect materials",FALSE,expense,l10n_co_chart_template_generic
co_puc_622000,622000,"[Costs of goods sold] Purchases - Of energy",FALSE,expense,l10n_co_chart_template_generic
co_puc_622500,622500,"[Costs of goods sold] Purchases - Returns on purchases (CR)",FALSE,expense,l10n_co_chart_template_generic
co_puc_710000,710000,"[Production or operating costs]  Raw materials",FALSE,expense,l10n_co_chart_template_generic
co_puc_720000,720000,"[Production or operating costs]  Direct labor",FALSE,expense,l10n_co_chart_template_generic
co_puc_730000,730000,"[Production or operating costs]  Indirect costs",FALSE,expense,l10n_co_chart_template_generic
co_puc_740000,740000,"[Production or operating costs]  Contracts for services",FALSE,expense,l10n_co_chart_template_generic
co_puc_810500,810500,"[Debit memorandum] Contingent assets - Goods and securities delivered in custody",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_811000,811000,"[Debit memorandum] Contingent assets - Goods and securities pledged as collateral",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_811500,811500,"[Debit memorandum] Contingent assets - Assets and securities held by third parties",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_812000,812000,"[Debit memorandum] Contingent assets - Litigation and/or lawsuits",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_812500,812500,"[Debit memorandum] Contingent assets - Purchase and sale promises",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_819500,819500,"[Debit memorandum] Contingent assets - Others",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_820000,820000,"[Debit memorandum] Tax debtors",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_830500,830500,"[Debit memorandum] Debtors control - Assets received under finance lease",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_831000,831000,"[Debit memorandum] Debtors control - Unplaced investment securities",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_831500,831500,"[Debit memorandum] Debtors control - Property, plant and equipment fully depreciated, depleted and/or amortized",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_832000,832000,"[Debit memorandum] Debtors control - Unused receivables",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_832500,832500,"[Debit memorandum] Debtors control - Written-off assets",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_833000,833000,"[Debit memorandum] Debtors control - Amortized investment securities",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_833500,833500,"[Debit memorandum] Debtors control - Capitalization for equity revaluation",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_839500,839500,"[Debit memorandum] Debtors control - Other control debtor accounts",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_840000,840000,"[Debit memorandum] Contingent assets per contra (CR)",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_850000,850000,"[Debit memorandum] Tax debtors per contra (CR)",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_860000,860000,"[Debit memorandum] Debtors control per contra (CR)",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_910500,910500,"[Credit memorandum] Contingent liabilities - Goods and securities received in custody",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_911000,911000,"[Credit memorandum] Contingent liabilities - Goods and securities received as collateral",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_911500,911500,"[Credit memorandum] Contingent liabilities - Assets and securities received as collateral",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_912000,912000,"[Credit memorandum] Contingent liabilities - Assets and securities received as collateral",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_912500,912500,"[Credit memorandum] Contingent liabilities - Purchase and sale promises",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_913000,913000,"[Credit memorandum] Contingent liabilities - Delegated administration contracts",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_913500,913500,"[Credit memorandum] Contingent liabilities - Participation accounts",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_919500,919500,"[Credit memorandum] Contingent liabilities - Others",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_920000,920000,"[Credit memorandum] Tax creditors",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_930500,930500,"[Credit memorandum] Creditors control - Financial leasing contracts",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_939500,939500,"[Credit memorandum] Creditors control - Other control creditors",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_940000,940000,"[Credit memorandum] Contingent liabilities per contra (DB)",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_950000,950000,"[Credit memorandum] Tax creditors per contra (DB)",FALSE,off_balance,l10n_co_chart_template_generic
co_puc_960000,960000,"[Credit memorandum] Creditors control per contra (DB)",FALSE,off_balance,l10n_co_chart_template_generic
