id,code_prefix_start,code_prefix_end,name,chart_template_id/id
pcg_group_553,553,,"Monnaie électronique- carte péage",l10n_syscohada.syscohada_chart_template
pcg_group_554,554,,"Porte-monnaie électronique",l10n_syscohada.syscohada_chart_template
pcg_group_558,558,,"Autres instruments de monnaies électroniques",l10n_syscohada.syscohada_chart_template
pcg_group_56,56,,"Banques, crédits de trésorerie et d'escompte",l10n_syscohada.syscohada_chart_template
pcg_group_561,561,,"Crédits de trésorerie",l10n_syscohada.syscohada_chart_template
pcg_group_564,564,,"Escompte de crédit de campagne",l10n_syscohada.syscohada_chart_template
pcg_group_565,565,,"Escompte de crédits ordinaires",l10n_syscohada.syscohada_chart_template
pcg_group_566,566,,"Banques, crédits de trésorerie, intérêts courus",l10n_syscohada.syscohada_chart_template
pcg_group_57,57,,"Caisse",l10n_syscohada.syscohada_chart_template
pcg_group_571,571,,"Caisse siège social",l10n_syscohada.syscohada_chart_template
pcg_group_572,573,,"Caisse succursale A",l10n_syscohada.syscohada_chart_template
pcg_group_572,573,,"Caisse succursale B",l10n_syscohada.syscohada_chart_template
pcg_group_58,58,,"Régies d'avances, accréditifs et virements internes",l10n_syscohada.syscohada_chart_template
pcg_group_581,581,,"Régies d'avances",l10n_syscohada.syscohada_chart_template
pcg_group_582,582,,"Accréditifs",l10n_syscohada.syscohada_chart_template
pcg_group_585,585,,"Virements de fonds",l10n_syscohada.syscohada_chart_template
pcg_group_588,588,,"Autres virements internes",l10n_syscohada.syscohada_chart_template
pcg_group_59,59,,"Dépréciations et provisions pour risque à court terme",l10n_syscohada.syscohada_chart_template
pcg_group_590,590,,"Dépréciations des titres de placement",l10n_syscohada.syscohada_chart_template
pcg_group_591,591,,"Dépréciations des titres et valeurs à encaisser",l10n_syscohada.syscohada_chart_template
pcg_group_592,592,,"Dépréciations des comptes banques",l10n_syscohada.syscohada_chart_template
pcg_group_593,593,,"Dépréciations des comptes établissements financiers et assimilés",l10n_syscohada.syscohada_chart_template
pcg_group_594,594,,"Dépréciations des comptes d'instruments de trésorerie",l10n_syscohada.syscohada_chart_template
pcg_group_599,599,,"Provisions pour risque à court terme à caractère financier",l10n_syscohada.syscohada_chart_template
pcg_group_6,6,,"Comptes de charges des activités ordinaires",l10n_syscohada.syscohada_chart_template
pcg_group_60,60,,"Achats et variations de stocks",l10n_syscohada.syscohada_chart_template
pcg_group_601,601,,"Achats de marchandises",l10n_syscohada.syscohada_chart_template
pcg_group_602,602,,"Achats de matières premières et fournitures liées",l10n_syscohada.syscohada_chart_template
pcg_group_603,603,,"Variations des stocks de biens achetés",l10n_syscohada.syscohada_chart_template
pcg_group_604,604,,"Achats sotkcés de matières et fournitures consommables",l10n_syscohada.syscohada_chart_template
pcg_group_605,605,,"Autres achats",l10n_syscohada.syscohada_chart_template
pcg_group_608,608,,"Achats d'emballages",l10n_syscohada.syscohada_chart_template
pcg_group_61,61,,"Transports",l10n_syscohada.syscohada_chart_template
pcg_group_612,612,,"Transports sur ventes",l10n_syscohada.syscohada_chart_template
pcg_group_613,613,,"Transports pour le compte de tiers",l10n_syscohada.syscohada_chart_template
pcg_group_614,614,,"Transport du personnel",l10n_syscohada.syscohada_chart_template
pcg_group_616,616,,"Autres frais de transport",l10n_syscohada.syscohada_chart_template
pcg_group_618,618,,"Rémunérations, primes pour assurances extralégales, pensions de retraite et de survie des administrateurs, gérants et associés actifs qui ne sont pas attribuées en vertu d'un contrat de travail",l10n_syscohada.syscohada_chart_template
pcg_group_62,62,,"Services extérieurs",l10n_syscohada.syscohada_chart_template
pcg_group_621,621,,"Sous-traitance générale",l10n_syscohada.syscohada_chart_template
pcg_group_622,622,,"Locations, charges locatives",l10n_syscohada.syscohada_chart_template
pcg_group_623,623,,"Redevances de location-acquisition",l10n_syscohada.syscohada_chart_template
pcg_group_624,624,,"Entretien, réparations, remise en état et maintenance",l10n_syscohada.syscohada_chart_template
pcg_group_625,625,,"Primes d'assurances",l10n_syscohada.syscohada_chart_template
pcg_group_626,626,,"Etudes, recherches et documentation",l10n_syscohada.syscohada_chart_template
pcg_group_627,627,,"Publicité, publications, relations publiques",l10n_syscohada.syscohada_chart_template
pcg_group_628,628,,"Frais de télécommunications",l10n_syscohada.syscohada_chart_template
pcg_group_63,63,,"Autres services extérieurs",l10n_syscohada.syscohada_chart_template
pcg_group_631,631,,"Frais bancaires",l10n_syscohada.syscohada_chart_template
pcg_group_632,632,,"Rémunérations d'intermédiaires et de conseils",l10n_syscohada.syscohada_chart_template
pcg_group_633,633,,"Frais de formation du personnel",l10n_syscohada.syscohada_chart_template
pcg_group_634,634,,"Redevances pour brevets, licenses, logiciels, concessions, droits et valeurs similaires",l10n_syscohada.syscohada_chart_template
pcg_group_635,635,,"Cotisations",l10n_syscohada.syscohada_chart_template
pcg_group_637,637,,"Rémunérations de personnel extérieur à l'entité",l10n_syscohada.syscohada_chart_template
pcg_group_638,638,,"Autres charges externes",l10n_syscohada.syscohada_chart_template
pcg_group_64,64,,"Impôts et taxes",l10n_syscohada.syscohada_chart_template
pcg_group_641,641,,"Impôts et taxes directs",l10n_syscohada.syscohada_chart_template
pcg_group_645,645,,"Impôts et taxes indirects",l10n_syscohada.syscohada_chart_template
pcg_group_646,646,,"Droits d'enregistrement",l10n_syscohada.syscohada_chart_template
pcg_group_647,647,,"Pénalités, amendes fiscales",l10n_syscohada.syscohada_chart_template
pcg_group_648,648,,"Autres impôts et taxes",l10n_syscohada.syscohada_chart_template
pcg_group_65,65,,"Autres charges",l10n_syscohada.syscohada_chart_template
pcg_group_651,651,,"Pertes sur créances clients et autres débiteurs",l10n_syscohada.syscohada_chart_template
pcg_group_652,652,,"Quote-part de résultat sur opérations faites en commun",l10n_syscohada.syscohada_chart_template
pcg_group_654,654,,"Valeurs comptables des cessions courantes d'immobilisations",l10n_syscohada.syscohada_chart_template
pcg_group_656,656,,"Perte de change sur créances et dettes commerciales",l10n_syscohada.syscohada_chart_template
pcg_group_659,659,,"Charges diverses",l10n_syscohada.syscohada_chart_template
pcg_group_658,658,,"Charges pour dépréciations et provisions pour risques à court terme d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_66,66,,"Charges de personnel",l10n_syscohada.syscohada_chart_template
pcg_group_661,661,,"Rémunérations directes versées au personnel national",l10n_syscohada.syscohada_chart_template
pcg_group_662,662,,"Rémunérations directes versées au personnel non national",l10n_syscohada.syscohada_chart_template
pcg_group_663,663,,"Indemnités forfaitaires versées au personnel",l10n_syscohada.syscohada_chart_template
pcg_group_664,664,,"Charges sociales",l10n_syscohada.syscohada_chart_template
pcg_group_666,666,,"Rémunérations et charges sociales de l'exploitant individuel",l10n_syscohada.syscohada_chart_template
pcg_group_667,667,,"Rémunération transférée de personnel extérieur",l10n_syscohada.syscohada_chart_template
pcg_group_668,668,,"Autres charges sociales",l10n_syscohada.syscohada_chart_template
pcg_group_67,67,,"Frais financiers et charges assimilées",l10n_syscohada.syscohada_chart_template
pcg_group_671,671,,"Intérêts des emprunts",l10n_syscohada.syscohada_chart_template
pcg_group_672,672,,"Intérêts dans loyers de location acquisition",l10n_syscohada.syscohada_chart_template
pcg_group_673,673,,"Escomptes accordés",l10n_syscohada.syscohada_chart_template
pcg_group_674,674,,"Autres intérêts",l10n_syscohada.syscohada_chart_template
pcg_group_675,675,,"Escomptes des effets de commerce",l10n_syscohada.syscohada_chart_template
pcg_group_676,676,,"Pertes de change financières",l10n_syscohada.syscohada_chart_template
pcg_group_677,677,,"Pertes sur titres de placement",l10n_syscohada.syscohada_chart_template
pcg_group_678,678,,"Pertes et charges sur risques financiers",l10n_syscohada.syscohada_chart_template
pcg_group_679,679,,"Charges pour dépréciations et provisions pour risques à court terme financières",l10n_syscohada.syscohada_chart_template
pcg_group_68,68,,"Dotation aux amortissements",l10n_syscohada.syscohada_chart_template
pcg_group_681,681,,"Dotation aux amortissements d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_69,69,,"Dotations aux provisions et aux dépréciations",l10n_syscohada.syscohada_chart_template
pcg_group_691,691,,"Dotations aux provisions et aux dépréciations d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_697,697,,"Dotations aux provisions et aux dépréciations financières",l10n_syscohada.syscohada_chart_template
pcg_group_7,7,,"Comptes de produits des activités ordinaires",l10n_syscohada.syscohada_chart_template
pcg_group_70,70,,"Ventes",l10n_syscohada.syscohada_chart_template
pcg_group_701,701,,"Ventes de marchandises",l10n_syscohada.syscohada_chart_template
pcg_group_702,702,,"Ventes de produits finis",l10n_syscohada.syscohada_chart_template
pcg_group_703,703,,"Ventes de produits intermédiaires",l10n_syscohada.syscohada_chart_template
pcg_group_704,704,,"Ventes de produits résiduels",l10n_syscohada.syscohada_chart_template
pcg_group_705,705,,"Travaux facturés",l10n_syscohada.syscohada_chart_template
pcg_group_706,706,,"Services vendus",l10n_syscohada.syscohada_chart_template
pcg_group_707,707,,"Produits accessoires",l10n_syscohada.syscohada_chart_template
pcg_group_71,71,,"Subventions d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_711,711,,"Sur produits à l'exportation",l10n_syscohada.syscohada_chart_template
pcg_group_712,712,,"Sur produits à l'importation",l10n_syscohada.syscohada_chart_template
pcg_group_713,713,,"Sur produits de péréquation",l10n_syscohada.syscohada_chart_template
pcg_group_714,714,,"Indemnités et subventions d'exploitation (entité agricole)",l10n_syscohada.syscohada_chart_template
pcg_group_718,718,,"Autres subventions d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_72,72,,"Production immobilisée",l10n_syscohada.syscohada_chart_template
pcg_group_721,721,,"Immobilisations incorporelles",l10n_syscohada.syscohada_chart_template
pcg_group_722,722,,"Immobilisations corporelles",l10n_syscohada.syscohada_chart_template
pcg_group_724,724,,"Production auto-consommée",l10n_syscohada.syscohada_chart_template
pcg_group_726,726,,"Immobilisations financières",l10n_syscohada.syscohada_chart_template
pcg_group_73,73,,"Variations des stocks de biens et de services produits",l10n_syscohada.syscohada_chart_template
pcg_group_734,734,,"Variations des stocks de produits en cours",l10n_syscohada.syscohada_chart_template
pcg_group_735,735,,"Variations des stocks des en-cours de services",l10n_syscohada.syscohada_chart_template
pcg_group_736,736,,"Variations des stocks des stocks de produits finis",l10n_syscohada.syscohada_chart_template
pcg_group_737,737,,"Variations des stocks de produits intermédiaires et résiduels",l10n_syscohada.syscohada_chart_template
pcg_group_75,75,,"Autres produits",l10n_syscohada.syscohada_chart_template
pcg_group_751,751,,"Profits sur créances clients et autres débiteurs",l10n_syscohada.syscohada_chart_template
pcg_group_752,752,,"Quote-part de résultat sur opérations faites en commun",l10n_syscohada.syscohada_chart_template
pcg_group_754,754,,"Produits des cessions courantes d'immobilisations",l10n_syscohada.syscohada_chart_template
pcg_group_756,756,,"Gains de change sur créances et dettes commerciales",l10n_syscohada.syscohada_chart_template
pcg_group_758,758,,"Produits divers",l10n_syscohada.syscohada_chart_template
pcg_group_759,759,,"Reprises de charges pour dépréciations et provisions pour risques à court terme d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_77,77,,"Revenus financiers et produits assimilés",l10n_syscohada.syscohada_chart_template
pcg_group_771,771,,"Intérêts de prêts et créances diverses",l10n_syscohada.syscohada_chart_template
pcg_group_772,772,,"Revenus de participations et autres titres immobilisés",l10n_syscohada.syscohada_chart_template
pcg_group_773,773,,"Escomptes obtenus",l10n_syscohada.syscohada_chart_template
pcg_group_774,774,,"Revenus de placement",l10n_syscohada.syscohada_chart_template
pcg_group_775,775,,"Intérêts dans loyers de location-acquisition",l10n_syscohada.syscohada_chart_template
pcg_group_776,776,,"Gains de change financiers",l10n_syscohada.syscohada_chart_template
pcg_group_777,777,,"Gains sur cessions de titres de placement",l10n_syscohada.syscohada_chart_template
pcg_group_778,778,,"Gains sur risques financiers",l10n_syscohada.syscohada_chart_template
pcg_group_779,779,,"Reprises de charges pour dépréciations et provisions à court terme financières",l10n_syscohada.syscohada_chart_template
pcg_group_78,78,,"Transfert de charges",l10n_syscohada.syscohada_chart_template
pcg_group_781,781,,"Transferts de charges d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_787,787,,"Transferts de charges financières",l10n_syscohada.syscohada_chart_template
pcg_group_79,79,,"Reprises de provisions, de dépréciations et autres",l10n_syscohada.syscohada_chart_template
pcg_group_791,791,,"Reprises de provisions et dépréciations d'exploitation",l10n_syscohada.syscohada_chart_template
pcg_group_797,792,,"Reprises de provisions et dépréciations financières",l10n_syscohada.syscohada_chart_template
pcg_group_798,798,,"Reprises d'amortissements",l10n_syscohada.syscohada_chart_template
pcg_group_799,799,,"Reprises de subventions d'investissement",l10n_syscohada.syscohada_chart_template
pcg_group_8,8,,"Comptes des autres charges et des autres produits",l10n_syscohada.syscohada_chart_template
pcg_group_81,81,,"Valeurs comptables des cessions d'immobilisations",l10n_syscohada.syscohada_chart_template
pcg_group_811,811,,"Immobilisations incorporelles",l10n_syscohada.syscohada_chart_template
pcg_group_812,812,,"Immobilisations corporelles",l10n_syscohada.syscohada_chart_template
pcg_group_813,813,,"Immobilisations financières",l10n_syscohada.syscohada_chart_template
pcg_group_82,82,,"Produits des cessions d'immobilisations",l10n_syscohada.syscohada_chart_template
pcg_group_821,821,,"Immobilisations incorporelles",l10n_syscohada.syscohada_chart_template
pcg_group_822,822,,"Immobilisations corporelles",l10n_syscohada.syscohada_chart_template
pcg_group_823,823,,"Immobilisations financières",l10n_syscohada.syscohada_chart_template
pcg_group_83,83,,"Charges hors activités ordinaires",l10n_syscohada.syscohada_chart_template
pcg_group_831,831,,"Charges H.A.O. constatées",l10n_syscohada.syscohada_chart_template
pcg_group_833,833,,"Charges liées aux opérations de restructuration",l10n_syscohada.syscohada_chart_template
pcg_group_834,834,,"Pertes sur créances HAO",l10n_syscohada.syscohada_chart_template
pcg_group_835,835,,"Dons et libéralités accordés",l10n_syscohada.syscohada_chart_template
pcg_group_836,836,,"abandons de créances consentis",l10n_syscohada.syscohada_chart_template
pcg_group_837,837,,"Charges liées aux opérations de liquidation",l10n_syscohada.syscohada_chart_template
pcg_group_839,839,,"Charges pour dépréciations et provisions pour risques à court terme HAO",l10n_syscohada.syscohada_chart_template
pcg_group_84,84,,"Produits hors activités ordinaires",l10n_syscohada.syscohada_chart_template
pcg_group_841,841,,"Produits HAO constatés",l10n_syscohada.syscohada_chart_template
pcg_group_843,843,,"Produits liés aux opérations de restructuration",l10n_syscohada.syscohada_chart_template
pcg_group_844,844,,"Indemnités et subventions HAO (entité agricole)",l10n_syscohada.syscohada_chart_template
pcg_group_845,845,,"Dons et libéralités obtenus",l10n_syscohada.syscohada_chart_template
pcg_group_846,846,,"Abandons de créances obtenus",l10n_syscohada.syscohada_chart_template
pcg_group_847,847,,"Produits liés aux opérations de liquidation",l10n_syscohada.syscohada_chart_template
pcg_group_848,848,,"Transferts de charges HAO",l10n_syscohada.syscohada_chart_template
pcg_group_849,849,,"Reprises de charges pour dépréciations et provisions pour risques à court terme HAO",l10n_syscohada.syscohada_chart_template
pcg_group_85,85,,"Dotations hors activités ordinaires",l10n_syscohada.syscohada_chart_template
pcg_group_851,851,,"Dotations aux provisions réglementées",l10n_syscohada.syscohada_chart_template
pcg_group_852,852,,"Dotations aux amortissements HAO",l10n_syscohada.syscohada_chart_template
pcg_group_853,853,,"Dotations aux dépréciations HAO",l10n_syscohada.syscohada_chart_template
pcg_group_854,854,,"Dotations aux provisions pour risques et charges HAO",l10n_syscohada.syscohada_chart_template
pcg_group_858,858,,"Autres dotations HAO",l10n_syscohada.syscohada_chart_template
pcg_group_86,86,,"Reprises de charges, provisions et dépréciations HAO",l10n_syscohada.syscohada_chart_template
pcg_group_861,861,,"Reprises de provisions réglementées",l10n_syscohada.syscohada_chart_template
pcg_group_862,862,,"Reprises d'amortissements HAO",l10n_syscohada.syscohada_chart_template
pcg_group_863,863,,"Reprises de dépréciations HAO",l10n_syscohada.syscohada_chart_template
pcg_group_864,864,,"Reprises de provisions pour risques et charges HAO",l10n_syscohada.syscohada_chart_template
pcg_group_868,868,,"Autres reprises HAO",l10n_syscohada.syscohada_chart_template
pcg_group_87,87,,"Participation des travailleurs",l10n_syscohada.syscohada_chart_template
pcg_group_871,871,,"Participation légale aux bénéfices",l10n_syscohada.syscohada_chart_template
pcg_group_874,874,,"Participation contractuelle aux bénéfice",l10n_syscohada.syscohada_chart_template
pcg_group_878,878,,"Autres participations",l10n_syscohada.syscohada_chart_template
pcg_group_88,88,,"Subventions d'équilibre",l10n_syscohada.syscohada_chart_template
pcg_group_881,881,,"Etat",l10n_syscohada.syscohada_chart_template
pcg_group_884,884,,"Collectivités publiques",l10n_syscohada.syscohada_chart_template
pcg_group_886,886,,"Groupe",l10n_syscohada.syscohada_chart_template
pcg_group_888,888,,"Autres",l10n_syscohada.syscohada_chart_template
pcg_group_89,89,,"Impôt sur le résultat",l10n_syscohada.syscohada_chart_template
pcg_group_891,891,,"Impôt sur les bénéfices de l'exercice",l10n_syscohada.syscohada_chart_template
pcg_group_892,892,,"Rappel d'impôts sur résultats antérieurs",l10n_syscohada.syscohada_chart_template
pcg_group_895,895,,"Impôt minimum forfaitaire",l10n_syscohada.syscohada_chart_template
pcg_group_899,899,,"Dégrèvements et annulations d'impôts sur résultats antérieurs",l10n_syscohada.syscohada_chart_template
pcg_group_9,9,,"Comptes des engagements hors bilan",l10n_syscohada.syscohada_chart_template
pcg_group_90,90,,"Engagements obtenus et engagements accordés",l10n_syscohada.syscohada_chart_template
pcg_group_901,901,,"Engagements de financement otenus",l10n_syscohada.syscohada_chart_template
pcg_group_902,902,,"Engagements de garantie otenus",l10n_syscohada.syscohada_chart_template
pcg_group_903,903,,"Engagements réciproques obtenus",l10n_syscohada.syscohada_chart_template
pcg_group_904,904,,"Autres engagements otenus",l10n_syscohada.syscohada_chart_template
pcg_group_905,905,,"Engagements de financement accordés",l10n_syscohada.syscohada_chart_template
pcg_group_906,906,,"Engagements de garantie accordés",l10n_syscohada.syscohada_chart_template
pcg_group_907,907,,"Engagements réciproques accordés",l10n_syscohada.syscohada_chart_template
pcg_group_908,908,,"Autres engagements accordés",l10n_syscohada.syscohada_chart_template
pcg_group_91,91,,"Contreparties des engagements",l10n_syscohada.syscohada_chart_template
pcg_group_911_914,911,914,"Contreparties des engagements obtenus",l10n_syscohada.syscohada_chart_template
pcg_group_915_918,915,918,"Contreparties des engagements accordés",l10n_syscohada.syscohada_chart_template
pcg_group_92,92,,"Comptes réfléchis",l10n_syscohada.syscohada_chart_template
pcg_group_93,93,,"Comptes de reclassements",l10n_syscohada.syscohada_chart_template
pcg_group_94,94,,"Comtpes de coûts",l10n_syscohada.syscohada_chart_template
pcg_group_95,95,,"Comptes de stocks",l10n_syscohada.syscohada_chart_template
pcg_group_96,96,,"Comptes d'écarts sur coûts préétablis",l10n_syscohada.syscohada_chart_template
pcg_group_97,97,,"Comptes de différences de traitement comptable",l10n_syscohada.syscohada_chart_template
pcg_group_98,98,,"Comptes de résultats",l10n_syscohada.syscohada_chart_template
pcg_group_99,99,,"Comptes de liaisons internes",l10n_syscohada.syscohada_chart_template
