"code","description","code_type"
"04021090","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER IN POWDER, GRANULES OR OTHER SOLID FORMS, OF A FAT CONTENT, BY WEIGHT NOT EXCEEDING 1.5% : OTHER","l10n_in_hsn"
"04022910","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER WHOLE MILK","l10n_in_hsn"
"04022920","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER MILK FOR BABIES","l10n_in_hsn"
"04022990","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OTHER","l10n_in_hsn"
"04029110","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER   OTHER : NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER : CONDENSED MILK","l10n_in_hsn"
"04029120","DAIRY PRODUCE; BIRDS’ EGGS; NATURAL HONEY; EDIBLE PRODUCTS ","l10n_in_hsn"
"04029190","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER   OTHER : NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER : OTHER","l10n_in_hsn"
"04029910","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER   OTHER : OTHER : WHOLE MILK","l10n_in_hsn"
"04029920","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER   OTHER : OTHER : CONDENSED MILK","l10n_in_hsn"
"04029990","MILK AND CREAM, CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER   OTHER : OTHER : OTHER","l10n_in_hsn"
"04039010","BUTTERMILK, CURDLED MILK AND CREAM, YOGURT, KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM, WHETHER OR NOT CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED OR CONTAINING ADDED FRUIT, NUTS OR COCOA OTHER BUTTER MILK","l10n_in_hsn"
"04039090","BUTTERMILK, CURDLED MILK AND CREAM, YOGURT, KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM, WHETHER OR NOT CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED OR CONTAINING ADDED FRUIT, NUTS OR COCOA OTHER  OTHER","l10n_in_hsn"
"04041010","WHEY, WHETHER OR NOT CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER; PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER, NOT ELSEWHERE SPECIFIED OR INCLUDED WHEY AND MODIF...","l10n_in_hsn"
"04041020","WHEY, WHETHER OR NOT CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER; PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER, NOT ELSEWHERE SPECIFIED OR INCLUDED WHEY AND MODIF...","l10n_in_hsn"
"04041090","WHEY, WHETHER OR NOT CONCENTRATED OR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER; PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER, NOT ELSEWHERE SPECIFIED OR INCLUDED WHEY AND MODIF...","l10n_in_hsn"
"04059010","BUTTER AND OTHER FATS AND OILS DERIVED FROM MILK; DAIRY SPREADS OTHER : BUTTER OIL","l10n_in_hsn"
"04059020","BUTTER AND OTHER FATS AND OILS DERIVED FROM MILK; DAIRY SPREADS OTHER GHEE","l10n_in_hsn"
"04059090","BUTTER AND OTHER FATS AND OILS DERIVED FROM MILK; DAIRY SPREADS OTHER OTHER","l10n_in_hsn"
"04061010","Cheese and curd -Fresh (unripened or uncured) cheese, including whey cheese, and curd:Mozzarella Cheese","l10n_in_hsn"
"04061090","Cheese and curd -Fresh (unripened or uncured) cheese, including whey cheese, and curd:Other","l10n_in_hsn"
"04070090","others and Other fresh eggs","l10n_in_hsn"
"04071910","OF DUCKS","l10n_in_hsn"
"04071990","OTHER OTHER FRESH EGGS :","l10n_in_hsn"
"04100010","EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED : OF WILD ANIMALS","l10n_in_hsn"
"04100020","EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED : OF WILD ANIMALS TURTLE EGGS AND SALANGANES NESTS (BIRDS NESTS)","l10n_in_hsn"
"04100090","EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED : OTHER","l10n_in_hsn"
"04101010","DAIRY PRODUCE; BIRDS’ EGGS; NATURAL HONEY; EDIBLE PRODUCTS ","l10n_in_hsn"
"04101020","DAIRY PRODUCE; BIRDS’ EGGS; NATURAL HONEY; EDIBLE PRODUCTS ","l10n_in_hsn"
"04101090","DAIRY PRODUCE; BIRDS’ EGGS; NATURAL HONEY; EDIBLE PRODUCTS ","l10n_in_hsn"
"04109010","DAIRY PRODUCE; BIRDS’ EGGS; NATURAL HONEY; EDIBLE PRODUCTS ","l10n_in_hsn"
"04109020","TURTLE EGGS AND SALANGANES’ NESTS (“BIRDS’ NESTS”)","l10n_in_hsn"
"04109090","DAIRY PRODUCE; BIRDS’ EGGS; NATURAL HONEY; EDIBLE PRODUCTS ","l10n_in_hsn"
"05010010","HUMAN HAIR, UNWORKED, WHETHER OR - NOT WASHED OR SCOURED; WASTE OF - HUMAN HAIR - HUMAN HAIR, UNWORKED, WHETHER OR NOT WASHED OR SCOURED; WASTE OF HUMAN HAIR : - HUMAN HAIR, UNWORKED,WHETHER OR NOT WASHED OR SCOURED","l10n_in_hsn"
"05010020","HUMAN HAIR, UNWORKED, WHETHER OR - NOT WASHED OR SCOURED; WASTE OF - HUMAN HAIR - HUMAN HAIR, UNWORKED, WHETHER OR NOT WASHED OR SCOURED; WASTE OF HUMAN HAIR : - WASTE OF HUMAN HAIR","l10n_in_hsn"
"05021010","PIGS, HOGSOR BOARSBRISTLES AND HAIR;BADGER HAIR AND OTHER BRUSH MAKINGHAIR; WASTE OF SUCH BRISTLES OR HAIR - PIGS, HOGS OR BOARS BRISTLES AND HAIR AND - WASTE THEREOF : - PIGS, HOGS OR BOARS BRISTLES AND HAIR","l10n_in_hsn"
"05021020","PIGS, HOGS OR BOARS BRISTLES AND HAIR;BADGER HAIR ANDOTHER BRUSH MAKING - HAIR; WASTE OF SUCH BRISTLES OR HAIR - PIGS, HOGS OR BOARS BRISTLES AND HAIR AND WASTE THEREOF : - WASTE OF PIGS, HOGS OR BOARS BRISTLES AND HAIR","l10n_in_hsn"
"05029010","PIGS, HOGS OR BOARS BRISTLES AND HAIR; - BADGER HAIR AND OTHER BRUSH MAKING - HAIR; WASTE OF SUCH BRISTLES OR HAIR - OTHER : - BADGER HAIR AND OTHER BRUSH MAKING HAIR","l10n_in_hsn"
"05029020","PIGS, HOGS OR BOARS BRISTLES AND HAIR; - BADGER HAIR AND OTHER BRUSH MAKING - HAIR; WASTE OF SUCH BRISTLES OR HAIR - OTHER : - YAK TAIL HAIR","l10n_in_hsn"
"05029090","PIGS, HOGS OR BOARS BRISTLES AND HAIR; - BADGER HAIR AND OTHER BRUSH MAKING - HAIR; WASTE OF SUCH BRISTLES OR HAIR - OTHER : - OTHER","l10n_in_hsn"
"05040010","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05040020","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05040031","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05040039","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05040041","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05040049","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05040051","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05040059","GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, ...","l10n_in_hsn"
"05051010","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05051090","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05059010","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05059021","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05059029","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05059031","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05059039","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05059091","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05059099","SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS O...","l10n_in_hsn"
"05061011","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : BONES, INCLUDING HORN-CORES, CRUSHED : - - OF WILD ANIMALS","l10n_in_hsn"
"05061019","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - - BONES, INCLUDING HORN-CORES, CRUSHED : - OTHER","l10n_in_hsn"
"05061021","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONE GRIST : OF WILD ANIMALS","l10n_in_hsn"
"05061029","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONE GRIST : OTHER","l10n_in_hsn"
"05061031","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - OSSEIN - OF WILD ANIMALS","l10n_in_hsn"
"05061039","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - OSSEIN - OTHER","l10n_in_hsn"
"05061041","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONES, HORN-CONES AND PARTS THEREOF, NOT - CRUSHED : - ...","l10n_in_hsn"
"05061049","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONES, HORN-CONES AND PARTS THEREOF, NOT - CRUSHED : - ...","l10n_in_hsn"
"05069011","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER : BONE MEAL : - OF WILD ANIMALS","l10n_in_hsn"
"05069019","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER - BONE MEAL : - : OTHER","l10n_in_hsn"
"05069091","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER : OTHER : OF WILD ANIMALS","l10n_in_hsn"
"05069099","BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER : OTHER : OTHER","l10n_in_hsn"
"05071010","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - IVORY; IVORY POWDER AND WASTE : - IVORY","l10n_in_hsn"
"05071020","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - IVORY; IVORY POWDER AND WASTE : - IVORY POWDER AND WASTE","l10n_in_hsn"
"05079010","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : HOOF MEAL","l10n_in_hsn"
"05079020","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : HORN MEAL","l10n_in_hsn"
"05079030","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : HOOVES, CLAWS, NAILS AND BEAKS","l10n_in_hsn"
"05079040","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : ANTLERS","l10n_in_hsn"
"05079050","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : BUFFALO HORNS","l10n_in_hsn"
"05079060","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : TORTOISE- SHELL","l10n_in_hsn"
"05079070","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : CLAWS AND WASTE OF TORTOISE SHELL","l10n_in_hsn"
"05079090","IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : OTHER","l10n_in_hsn"
"05080010","CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MA...","l10n_in_hsn"
"05080020","CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MA...","l10n_in_hsn"
"05080030","CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MA...","l10n_in_hsn"
"05080040","CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MA...","l10n_in_hsn"
"05080050","CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MA...","l10n_in_hsn"
"05080090","CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MA...","l10n_in_hsn"
"05090010","NATURAL SPONGES OF ANIMAL ORIGIN - NATURAL SPONGES OF ANIMAL ORIGIN : - OF WILD LIFE","l10n_in_hsn"
"05090090","NATURAL SPONGES OF ANIMAL ORIGIN - NATURAL SPONGES OF ANIMAL ORIGIN : - OTHER","l10n_in_hsn"
"05100010","AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTORE...","l10n_in_hsn"
"05100020","AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTORE...","l10n_in_hsn"
"05100030","AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTORE...","l10n_in_hsn"
"05100091","AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTORE...","l10n_in_hsn"
"05100099","AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTORE...","l10n_in_hsn"
"05119110","ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - FISH NAILS","l10n_in_hsn"
"05119120","ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - FISH TAILS","l10n_in_hsn"
"05119130","ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - OTHER FISH WASTE","l10n_in_hsn"
"05119140","Artemia cyst","l10n_in_hsn"
"05119190","ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - OTHER","l10n_in_hsn"
