"id","code","name","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile"
"l10n_si_916","916","Splošni prevrednotovalni popravek kapitala in zneski, preneseni iz revalorizacijske rezerve","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_917","917","Zneski iz učinkov potrjene prisilne poravnave","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_918","918","Prenosi stvarnega premoženja med opravljanjem dejavnosti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_919","919","Pritoki in odtoki med podjetjem in gospodinjstvom","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_920","920","Zakonske rezerve","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_921","921","Rezerve za lastne delnice oziroma lastne poslovne deleže","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_922","922","Statutarne rezerve","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_923","923","Druge rezerve iz dobička","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_924","924","Prostovoljne zadružne rezerve","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_925","925","Prostovoljni zadružni skladi","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_926","926","Del čistega presežka prihodkov za določen namen (sklad)","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_929","929","Pridobljene lastne delnice oziroma lastni poslovni deleži (odbitna postavka)","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_930","930","Preneseni čisti dobiček iz prejšnjih let","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_931","931","Prenesena čista izguba iz prejšnjih let","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_932","932","Neuporabljeni del čistega dobička poslovnega leta oziroma nerazporejeni čisti presežek prihodkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_933","933","Čista izguba poslovnega leta oziroma čisti presežek odhodkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_934","934","Prenos iz presežka iz prevrednotenja","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_935","935","Dohodek samostojnih podjetnikov posameznikov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_937","937","Negativni poslovni izid samostojnih podjetnikov posameznikov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_940","940","Revalorizacijske rezerve iz prevrednotenja zemljišč","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_941","941","Revalorizacijske rezerve iz prevrednotenja zgradb","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_949","949","Popravek vrednosti revalorizacijskih rezerv za odložene obveznosti za davek","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_954","954","Rezerve, nastale zaradi vrednotenja dolgoročnih finančnih naložb po pošteni vrednosti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_955","955","Rezerve, nastale zaradi vrednotenja kratkoročnih finančnih naložb po pošteni vrednosti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_956","956","Zneski dokazanega dobička ali dokazane izgube iz spremembe poštene vrednosti finančnih sredstev, razpoložljivih za prodajo, ki ni del razmerja pri varovanju vrednosti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_957","957","Aktuarski dobički ali izgube od določenih zaslužkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_959","959","Popravek vrednosti rezerv, nastalih zaradi vrednotenja po pošteni vrednosti za odložene obveznosti za davek","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_960","960","Rezervacije za stroške reorganizacije organizacije","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_961","961","Rezervacije za pokrivanje prihodnjih stroškov oziroma odhodkov zaradi razgradnje in ponovne vzpostavitve prvotnega stanja ter druge podobne rezervacije","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_962","962","Rezervacije za kočljive pogodbe","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_963","963","Rezervacije za pokojnine, jubilejne nagrade in odpravnine ob upokojitvi","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_964","964","Rezervacije za dana jamstva","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_965","965","Druge rezervacije iz naslova dolgoročno vnaprej vračunanih stroškov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_966","966","Prejete državne podpore","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_967","967","Prejete donacije","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_968","968","Druge dolgoročne pasivne časovne razmejitve","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_970","970","Dolgoročna posojila, dobljena pri organizacijah v skupini","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_971","971","Dolgoročna posojila, dobljena pri pridruženih organizacijah","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_972","972","Dolgoročna posojila, dobljena pri bankah in organizacijah v državi","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_973","973","Dolgoročna posojila, dobljena pri bankah in organizacijah v tujini","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_974","974","Dolgoročne finančne obveznosti v zvezi z obveznicami in menicami","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_975","975","Dolgoročni dolgovi iz najema","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_976","976","Dolgoročne finančne obveznosti do fizičnih oseb","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_979","979","Druge dolgoročne finančne obveznosti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_980","980","Dolgoročni krediti, dobljeni na podlagi kreditnih pogodb od organizacij v skupini","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_981","981","Dolgoročni krediti, dobljeni na podlagi kreditnih pogodb od pridruženih organizacij in skupaj obvladovanih organizacij","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_982","982","Dolgoročni krediti, dobljeni od drugih domačih dobaviteljev","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_983","983","Dolgoročni krediti, dobljeni od drugih tujih dobaviteljev","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_984","984","Dolgoročni dolgovi iz finančnega najema","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_985","985","Dolgoročne menične obveznosti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_986","986","Dolgoročni dobljeni predujmi in varščine","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_988","988","Odložene obveznosti za davek","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_989","989","Druge dolgoročne poslovne obveznosti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_990","990","Najeta, izposojena in zakupljena (tuja) sredstva","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_991","991","Menice in drugi vrednostni papirji, prejeti za zavarovanje plačil","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_992","992","Blago, prejeto v komisijsko in konsignacijsko prodajo","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_993","993","Vrednotnice, izdane za obračunavanje znotraj organizacije","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_994","994","Drugi aktivni zunajbilančni konti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_995","995","Lastniki najetih, izposojenih in zakupljenih sredstev","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_996","996","Dolžniki, ki so zavarovali plačila z menicami in drugimi vrednostnimi papirji","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_997","997","Obveznosti iz blaga, prejetega v komisijsko in konsignacijsko prodajo","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_998","998","Nominalna vrednost vrednotnic, izdanih za obračunavanje znotraj organizacije","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_999","999","Drugi pasivni zunajbilančni konti","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
