"id","code","name","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile"
"l10n_si_290","290","Vnaprej vračunani stroški oziroma odhodki","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_291","291","Kratkoročno odloženi prihodki","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_295","295","DDV od danih predujmov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_300","300","Vrednost surovin in materiala po obračunih dobaviteljev","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_301","301","Odvisni stroški nabave surovin in materiala","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_302","302","Carina in druge uvozne davščine od surovin in materiala","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_303","303","DDV in druge davščine od surovin in materiala","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_309","309","Obračun nabave surovin in materiala","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_310","310","Zaloge surovin in materiala v skladišču","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_311","311","Zaloge surovin in materiala v tujem skladišču","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_312","312","Zaloge surovin in materiala na poti","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_316","316","Zaloge surovin in materiala v dodelavi in predelavi","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_319","319","Odmiki od stalnih cen zalog surovin in materiala","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_320","320","Zaloge drobnega inventarja in embalaže v skladišču","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_321","321","Zaloge drobnega inventarja in embalaže, dane v uporabo","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_329","329","Odmiki od stalnih cen drobnega inventarja in embalaže","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_400","400","Stroški materiala","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_401","401","Stroški pomožnega materiala","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_402","402","Stroški energije","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_403","403","Stroški nadomestnih delov za osnovna sredstva in materiala za vzdrževanje osnovnih sredstev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_404","404","Odpis drobnega inventarja in embalaže","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_405","405","Uskladitev stroškov materiala in drobnega inventarja zaradi ugotovljenih popisnih razlik","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_406","406","Stroški pisarniškega materiala in strokovne literature","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_407","407","Drugi stroški materiala","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_410","410","Stroški storitev pri ustvarjanju proizvodov in opravljanju storitev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_411","411","Stroški transportnih storitev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_412","412","Stroški storitev v zvezi z vzdrževanjem","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_413","413","Najemnine","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_414","414","Povračila stroškov zaposlenim v zvezi z delom","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_415","415","Stroški plačilnega prometa, stroški bančnih storitev, stroški poslov in zavarovalne premije","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_416","416","Stroški intelektualnih in osebnih storitev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_417","417","Stroški sejmov, reklame in reprezentance","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_418","418"," Stroški storitev fizičnih oseb, ki ne opravljajo dejavnosti, skupaj z dajatvami, ki bremenijo organizacijo (stroški po pogodbah o delu, avtorskih pogodbah, sejnine zaposlenim in drugim osebam ...)","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_419","419","Stroški drugih storitev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_430","430","Amortizacija neopredmetenih sredstev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_431","431","Amortizacija zgradb","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_432","432","Amortizacija opreme in nadomestnih delov","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_433","433","Amortizacija drobnega inventarja","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_434","434","Amortizacija drugih opredmetenih osnovnih sredstev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_435","435","Amortizacija naložbenih nepremičnin","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_436","436","Amortizacija bioloških sredstev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_440","440","Rezervacije za stroške reorganizacije organizacije","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_441","441","Rezervacije za dana jamstva","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_442","442","Rezervacije za kočljive pogodbe","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_443","443","Rezervacije za pokojnine, jubilejne nagrade in odpravnine ob upokojitvi","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_449","449","Rezervacije za pokrivanje drugih obveznosti iz preteklega poslovanja","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_450","450","Stroški obresti","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_470","470","Plače zaposlenih","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_471","471","Nadomestila plač zaposlenih","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_472","472","Stroški dodatnega pokojninskega zavarovanja zaposlenih","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_473","473","Regres za letni dopust, bonitete, povračila (za prevoz na delo in z njega, za prehrano, za ločeno življenje) in drugi prejemki zaposlenih","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_474","474","Delodajalčevi prispevki od plač, nadomestil plač, bonitet, povračil in drugih prejemkov zaposlenih","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_475","475","Druge delodajalčeve dajatve od plač, nadomestil plač, bonitet, povračil in drugih prejemkov zaposlenih","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_476","476","Nagrade vajencem skupaj z dajatvami, ki bremenijo organizacijo","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_477","477","Stroški poslovodstva, obračunani na drugih podlagah kot je delovno razmerje","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_478","478","Drugi stroški dela","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_479","479","Rezervacije za pokojnine, jubilejne nagrade in odpravnine ob upokojitvi","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_480","480","Dajatve, ki niso odvisne od stroškov dela ali drugih vrst stroškov","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_481","481","Izdatki za varstvo okolja","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_482","482","Nagrade dijakom in študentom na delovni praksi skupaj z dajatvami","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_483","483","Štipendije dijakom in študentom","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_484","484","Prispevki za socialno varnost samostojnih podjetnikov posameznikov","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_486","486","Povračila stroškov samostojnim podjetnikom posameznikom","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_488","488","Dotacije drugim društvom in pravnim osebam","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_489","489","Ostali stroški","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_490","490","Prenos stroškov v zaloge","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_491","491","Prenos stroškov neposredno v odhodke","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_600","600","Nedokončana proizvodnja","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_601","601","Nedokončane storitve","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_602","602","Polizdelki","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_604","604","Proizvodnja v dodelavi in predelavi","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_609","609","Odmiki od cen nedokončanih proizvodnje in storitev","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_610","610","Pospravljeni pridelki po pošteni vrednosti","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_618","618","Pospravljeni pridelki po nabavni vrednosti","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_619","619","Odmiki od cen pridelkov","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_630","630","Proizvodi v lastnem skladišču","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_631","631","Proizvodi v tujem skladišču","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_632","632","Proizvodi na poti","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_633","633","Proizvodi v lastni prodajalni","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_634","634","Vračunani DDV od proizvodov v prodajalni","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_635","635","Proizvodi v dodelavi in predelavi","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_638","638","Biološka sredstva, ki so zaloge","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_639","639","Odmiki od cen proizvodov","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_650","650","Vrednost blaga po obračunih dobaviteljev","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_651","651","Odvisni stroški nabave blaga","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_652","652","Carina in druge uvozne davščine od blaga","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_653","653","DDV in druge davščine od blaga","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_659","659","Obračun nabave blaga","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_660","660","Blago v lastnem skladišču","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_661","661","Blago v tujem skladišču","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_662","662","Blago na poti","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_663","663","Blago v lastni prodajalni","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_664","664","DDV, vračunan v zalogah blaga","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_669","669","Vračunana razlika v cenah zalog blaga","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_670","670","Opredmetena osnovna sredstva, namenjena prodaji","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_671","671","Naložbene nepremičnine, vrednotene po modelu nabavne vrednosti, namenjene prodaji","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_672","672","Druga nekratkoročna sredstva, namenjena prodaji","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_673","673","Sredstva dela denar ustvarjajoče enote, namenjena prodaji","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_674","674","Sredstva denar ustvarjajoče enote, namenjena prodaji","account.data_account_type_current_assets","l10n_si.l10n_si_chart_template","","False"
"l10n_si_700","700","Vrednost prodanih poslovnih učinkov","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_701","701","Vrednost usredstvenih lastnih proizvodov in storitev","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_702","702","Nabavna vrednost prodanih materiala in blaga","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_703","703","Drugi poslovni odhodki","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_704","704","Odhodki iz vrednotenja bioloških sredstev in pospravitve kmetijskih pridelkov","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_710","710","Vrednost prodanih poslovnih učinkov","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_711","711","Nabavna vrednost prodanih materiala in blaga","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_712","712","Stroški prodajanja","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_713","713","Stroški splošnih dejavnosti (nabave in uprave)","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_714","714","Drugi stroški, ki se ne zadržujejo v zalogah","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_720","720","Prevrednotovalni poslovni odhodki v zvezi z neopredmetenimi sredstvi, opredmetenimi osnovnimi sredstvi in naložbenimi nepremičninami","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_721","721","Prevrednotovalni poslovni odhodki v zvezi z zalogami","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_722","722","Prevrednotovalni poslovni odhodki kot posledica prevrednotenja zaradi oslabitve v zvezi s poslovnimi terjatvami","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_723","723","Prevrednotovalni poslovni odhodki kot posledica odpisov v zvezi s poslovnimi terjatvami","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_724","724","Drugi prevrednotovalni poslovni odhodki v zvezi s kratkoročnimi sredstvi, razen s finančnimi naložbami","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_740","740","Odhodki iz posojil, prejetih od organizacij v skupini","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_741","741","Odhodki iz posojil, prejetih od bank","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_742","742","Odhodki iz izdanih obveznic","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_743","743","Odhodki iz drugih finančnih obveznosti","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_744","744","Odhodki iz poslovnih obveznosti do organizacij v skupini","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_745","745","Odhodki iz obveznosti do dobaviteljev in meničnih obveznosti","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_746","746","Odhodki iz drugih poslovnih obveznosti,vključno za stroške obresti iz naslova preračuna odpravnin ob upokojitvi","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_747","747","Odhodki iz sredstev, razporejenih po pošteni vrednosti prek poslovnega izida in odhodki iz vrednotenja naložbenih nepremičnin po pošteni vrednosti","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_748","748","Odhodki iz oslabitve finančnih naložb","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_749","749","Odhodki iz odprave pripoznanja finančnih naložb in naložbenih nepremičnin, izmerjenih po pošteni vrednosti","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_750","750","Odhodki iz vrednotenja naložbenih nepremičnin po modelu poštene vrednosti","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_751","751","Odhodki iz odtujitve naložbenih nepremičnin, izmerjenih po pošteni vrednosti","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_752","752","Denarne kazni, ki niso povezane s poslovnimi učinki","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_753","753","Odškodnine, ki niso povezane s poslovnimi učinki","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_754","754","Donacije","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_755","755","Subvencije, dotacije in podobni odhodki, ki niso povezani s poslovnimi učinki","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_758","758","Negativne evrske izravnave","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_759","759","Ostali odhodki, ki niso povezani s poslovnimi učinki","account.data_account_type_expenses","l10n_si.l10n_si_chart_template","","False"
"l10n_si_760","760","Prihodki od prodaje proizvodov in storitev na domačem trgu","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_761","761","Prihodki od prodaje proizvodov in storitev na tujem trgu","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_7611","7611","Prihodki od prodaje izdelkov in storitev na trgu EU","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_7612","7612","Prihodki od prodaje izdelkov in storitev izven trga EU","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_762","762","Prihodki od prodaje trgovskega blaga in materiala na domačem trgu","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_763","763","Prihodki od prodaje trgovskega blaga in materiala na tujem trgu","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_7631","7631","Prihodki od prodaje trgovskega blaga in materiala na trgu EU","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_7632","7632","Prihodki od prodaje trgovskega blaga in materiala izven trga EU","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_764","764","Prihodki iz vrednotenja bioloških sredstev in pospravitve kmetijskih pridelkov","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_765","765","Prihodki od najemnin","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_766","766","Prihodki od odprave rezervacij in pasivnih časovnih razmejitev na račun vnaprej vračunanih stroškov oziroma odhodkov","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_767","767","Prihodki od poslovnih združitev (presežek iz prevrednotenja – slabo ime)","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_768","768","Drugi prihodki, povezani s poslovnimi učinki (subvencije, dotacije, regresi, kompenzacije, premije ...)","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_769","769","Prevrednotovalni poslovni prihodki","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_770","770","Finančni prihodki iz deležev v organizacijah v skupini","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_771","771","Finančni prihodki iz deležev v pridruženih organizacijah in skupaj obvladovanih organizacijah","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_772","772","Finančni prihodki iz deležev v drugih organizacijah","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_773","773","Finančni prihodki iz drugih naložb","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_774","774","Finančni prihodki iz posojil, danih organizacijam v skupini","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_775","775","Finančni prihodki iz posojil, danih drugim (tudi od depozitov)","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_776","776","Finančni prihodki iz poslovnih terjatev do organizacij v skupini","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_777","777","Finančni prihodki iz poslovnih terjatev do drugih","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_778","778","Finančni prihodki iz finančnih sredstev, razporejenih po pošteni vrednosti prek poslovnega izida","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_779","779","Finančni prihodki iz vrednotenja naložbenih nepremičnin po pošteni vrednosti in prihodki od odtujitve naložbenih nepremičnin, merjenih po pošteni vrednosti","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_780","780","Prihodki iz vrednotenja naložbenih nepremičnin po pošteni vrednosti","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_781","781","Prihodki iz odtujitve naložbenih nepremičnin, izmerjenih po pošteni vrednosti","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_784","784","Donacije","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_785","785","Subvencije, dotacije in podobni prihodki, ki niso povezani s poslovnimi učinki","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_786","786","Odškodnine, ki niso povezane s poslovnimi učinki","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_787","787","Kazni, ki niso povezane s poslovnimi učinki","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_788","788","Pozitivne evrske izravnave","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_789","789","Ostali prihodki, ki niso povezani s poslovnimi učinki","account.data_account_type_revenue","l10n_si.l10n_si_chart_template","","False"
"l10n_si_800","800","Dobiček ali izguba pred obdavčitvijo oziroma presežek prihodkov ali presežek odhodkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_801","801","Ugotovitev in prenos dohodka samostojnih podjetnikov posameznikov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_803","803","Ugotovitev in prenos negativnega poslovnega izida","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_804","804","Presežek prihodkov iz prejšnjih let, namenjen pokritju presežka odhodkov obračunskega obdobja","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_805","805","Presežek odhodkov iz prejšnjih let, ki se pokriva iz presežka prihodkov obračunskega obdobja","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_806","806","Celotni presežek prihodkov ali celotni presežek odhodkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_810","810","Davek od dohodkov pravnih oseb","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_812","812","Drugi davki, ki niso izkazani v drugih postavkah","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_813","813","Prihodki (odhodki) iz naslova odloženega davka","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_815","815","Čisti dobiček poslovnega leta oziroma čisti presežek prihodkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_820","820","Čisti dobiček za kritje prenesenih izgub","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_821","821","Čisti dobiček za oblikovanje zakonskih rezerv","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_822","822","Čisti dobiček za oblikovanje rezerv za lastne delnice oziroma deleže","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_823","823","Čisti dobiček za oblikovanje statutarnih rezerv","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_824","824","Čisti dobiček za druge rezerve iz dobička","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_825","825","Čisti presežek prihodkov za določen namen (sklad)","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_829","829","Prenos neuporabljenega dela čistega dobička oziroma čistega presežka prihodkov poslovnega leta","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_890","890","Čista izguba tekočega leta oziroma čisti presežek odhodkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_899","899","Prenos čiste izgube tekočega leta oziroma prenos čistega presežka odhodkov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_900","900","Osnovni delniški kapital – delnice","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_901","901","Osnovni kapital – kapitalski deleži ali kapitalska vloga","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_902","902","Začetni kapital samostojnih podjetnikov posameznikov","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_903","903","Osnovni kapital – kapitalska vloga","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_905","905","Nerazdružljivi zadružni kapital","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_906","906","Deleži članov zadruge","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_907","907","Ustanovitvena in kasnejše vloge","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_909","909","Nevpoklicani kapital (odbitna postavka)","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_910","910","Vplačila nad najmanjšimi emisijskimi zneski delnic oziroma deležev (vplačani presežek kapitala)","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_911","911","Vplačila nad knjigovodsko vrednostjo pri odtujitvi začasno odkupljenih lastnih delnic oziroma deležev","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_912","912","Vplačila nad najmanjšim emisijskim zneskom kapitala, pridobljena z izdajo zamenljivih obveznic in obveznic z delniško nakupno opcijo","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_913","913","Vplačila za pridobitev dodatnih pravic iz delnic oziroma deležev","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_914","914","Druga vplačila kapitala na podlagi statuta","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
"l10n_si_915","915","Zneski iz poenostavljenega zmanjšanja osnovnega kapitala in zneski zmanjšanja osnovnega kapitala z umikom delnic oziroma deležev","account.data_account_type_current_liabilities","l10n_si.l10n_si_chart_template","","False"
